pc0,pc1,pc2,pc3,pc4,pc5,pc6,pc7,pc8,pc9,pc10,pc11,pc12,pc13,pc14,pc15,pc16,pc17,pc18,pc19,pc20,pc21,pc22,pc23,pc24,outcome
-2.5755149426406834,0.49743878636747213,0.437356427964888,-0.32230057486264563,-0.4652054900631354,-1.7308688781167507,-0.23762815214901153,-0.584093742989513,0.4453715918873206,0.17597722052351777,-0.9206257218433512,-0.6820204142296007,0.1446561905913437,-0.17955969691968718,0.060408092720452805,0.06583192829910187,-0.5006672340531806,0.5730391717072184,0.3384920015870803,0.5589391559173634,0.04508468381037554,0.4147782304012244,-0.2606838783438651,0.9144457898627774,0.7114102292492994,0
-0.9694705538675243,-1.6006267469016964,-1.0039450692734477,1.6579975703251797,-0.05316967621078401,-0.6312085616437701,0.006701926661100474,1.5595719884705987,0.8959314933097311,1.338742241385902,-0.6429694496490876,-0.2898410162519879,0.10894403463098382,-0.2612089781266161,-0.06774795222877442,1.180739708350455,0.22554550820773347,-0.18020959326338537,0.9682696437206002,0.46761326042135193,1.1027249450543042,-0.6274893651355787,-0.1656120791403632,0.8173746285601505,1.1370712174803164,1
-1.0110430210821153,-0.007677652119858736,-1.2322010826613128,-2.432331693364216,1.0803071359197922,1.1532151197209068,-0.7671586207622226,1.5752456803829948,-0.2145717396217037,0.5648275211407713,-0.05549025085244883,1.455104702135758,-0.31338002435700435,0.30087812743971604,-0.41690909236774343,-0.6288380703734457,0.10272615102295993,0.7439965176196157,-0.9925819492784151,-1.1768578093518944,0.23452018654748785,-0.36484766280995556,0.800309040764653,1.3624241245637658,0.518505820805073,2
0.7251735864852994,-0.018967076491347257,-0.8452505009837449,1.5153577694257119,-1.7190306838535279,0.825510694929596,-0.8510602572599778,-0.7250504255052956,-1.7856294132291233,1.080271759258443,1.097974518735318,0.38574323744521755,-0.41712486573574775,-0.1946155643895462,-0.1699573807028805,0.5902741148159423,-0.6143435564157247,-2.365209230878116,-0.5993507501486621,-0.35596960632304164,-0.8442208278137869,-0.4633587766422213,0.5002709207668956,-0.13736971004519694,-0.6947124507207275,2
3.1740100680010253,0.706511305141344,2.10193906665495,-0.6918197378971918,1.1852002483077808,-0.5362054749038779,-0.005468031283901454,-1.4224972830682656,-1.3770874541159868,-0.25646874810912873,2.044197186621957,2.6122563617316725,0.2303075556604624,-1.0324851062147646,1.7799295489475009,-0.9856659204833592,0.8162282854535521,-0.30170192406633695,0.18250442919394558,0.5706356743022184,0.8356757616557764,-0.514379961743281,-2.61693872354991,0.215444024327253,-0.1061047260790884,2
2.2286202931587935,0.16292047661078535,0.36687811702366296,-0.16297485237279247,-0.6054535820632686,0.7095960473430479,-0.01825488989035042,-3.458575961757906,0.9794021889358038,0.18793407050934025,-0.701863419844507,0.5403391742228213,0.09420693673687094,0.9413266863835064,-1.485192377421582,-1.1473435420496267,2.1259952908023925,-0.20300024095965893,-0.9103144350091605,0.07384970510500331,0.9072414727831073,0.6097301255550148,0.06338259182566908,-0.36990565650102225,-0.3640648418536969,2
0.7692989965796834,-2.5004993097344173,0.3364741405557574,3.701394677055897,3.3304628216224774,-1.2167520201993332,-1.187616925528694,-0.2915427818380371,1.1209424945413122,-0.6923115424783337,1.9638277121274272,0.036459034851722166,-0.7562701069428863,0.47050048250883697,-1.436176261808788,0.7641733185111936,-0.48718920825440715,0.48475578133279773,0.2259578830940081,-1.1402617435423579,-0.9960619899166515,0.8512123668914872,1.2105510250486116,-0.6682066709287943,0.32731495965306834,1
-0.517024776106654,0.935598162300758,-2.1722020945973766,-0.2629838267866174,-0.543304036273503,-1.1239394738701876,-0.12584734175627765,0.6079770557402054,-0.06690711702855089,0.2633261635566515,-0.1883473344584442,0.26200639081428967,-0.23530300056405543,-0.2889322966515824,0.11262718553985744,0.19181346053746107,0.11279605585544664,-0.6106253975512026,0.8201206780246306,0.5913631903058717,-1.0911066087902779,-0.09225374856242934,0.358338556091711,0.7452922438218194,0.1330642735224648,0
3.4400161049344997,-0.29931562403197476,2.682141304815359,-0.594257042312981,2.388007129426785,-1.4407464422974423,-0.4417954133361134,-0.5637252143898487,-0.3956357811298307,2.04145480263933,-2.945792963728547,-0.6127997088894075,0.6983191465407086,0.9781938865900122,-1.0075159978627561,0.35031210035510596,3.3090432802905614,-1.5615512710467454,-1.295742529149743,-0.846482270870177,-1.6513152537881557,0.28049305949703657,-1.9575922002390247,0.18239637139047568,1.0689545409419,2
-1.922480184550521,0.4546743191441407,0.6465295421564982,0.7985327035066183,0.3933918838961943,-0.677499918366352,-0.7209224620063601,-2.09572453347785,-0.9269753882688627,0.11654116042156512,-1.22276717322341,-0.6301443906304846,0.6955456008431602,-0.26678407651887476,0.5159628577017168,-1.3576395659559803,-0.9920543869381091,-0.18770603005396913,0.402582752503607,-0.5313181691825457,0.16633981962496336,-0.08092946530697356,0.01084094533172468,1.0631069536007478,-0.7258991791282032,0
